image_filename,image_class
data\cats\cat.4562.jpg,cat
data\cats\cat.4025.jpg,cat
data\cats\cat.1193.jpg,cat
data\dogs\dog.1491.jpg,dog
data\dogs\dog.4003.jpg,dog
data\cats\cat.1084.jpg,cat
data\dogs\dog.4286.jpg,dog
data\cats\cat.3174.jpg,cat
data\cats\cat.389.jpg,cat
data\cats\cat.1600.jpg,cat
data\cats\cat.3282.jpg,cat
data\dogs\dog.513.jpg,dog
data\dogs\dog.1507.jpg,dog
data\dogs\dog.3581.jpg,dog
data\dogs\dog.4142.jpg,dog
data\cats\cat.1404.jpg,cat
data\dogs\dog.4047.jpg,dog
data\cats\cat.683.jpg,cat
data\cats\cat.1662.jpg,cat
data\cats\cat.4771.jpg,cat
data\cats\cat.4343.jpg,cat
data\dogs\dog.981.jpg,dog
data\dogs\dog.1117.jpg,dog
data\cats\cat.2981.jpg,cat
data\cats\cat.3172.jpg,cat
data\cats\cat.4028.jpg,cat
data\dogs\dog.3961.jpg,dog
data\dogs\dog.4445.jpg,dog
data\dogs\dog.1794.jpg,dog
data\cats\cat.3722.jpg,cat
data\dogs\dog.4635.jpg,dog
data\cats\cat.3682.jpg,cat
data\cats\cat.3832.jpg,cat
data\dogs\dog.327.jpg,dog
data\dogs\dog.1241.jpg,dog
data\cats\cat.2383.jpg,cat
data\dogs\dog.508.jpg,dog
data\dogs\dog.3091.jpg,dog
data\dogs\dog.2668.jpg,dog
data\dogs\dog.3251.jpg,dog
data\dogs\dog.1141.jpg,dog
data\cats\cat.2006.jpg,cat
data\cats\cat.2569.jpg,cat
data\dogs\dog.3368.jpg,dog
data\cats\cat.1342.jpg,cat
data\cats\cat.1176.jpg,cat
data\cats\cat.3818.jpg,cat
data\dogs\dog.3806.jpg,dog
data\cats\cat.3969.jpg,cat
data\cats\cat.491.jpg,cat
data\dogs\dog.897.jpg,dog
data\dogs\dog.1258.jpg,dog
data\dogs\dog.4612.jpg,dog
data\cats\cat.3124.jpg,cat
data\dogs\dog.3492.jpg,dog
data\cats\cat.4014.jpg,cat
data\dogs\dog.4036.jpg,dog
data\dogs\dog.529.jpg,dog
data\dogs\dog.1167.jpg,dog
data\dogs\dog.3351.jpg,dog
data\cats\cat.4706.jpg,cat
data\cats\cat.2296.jpg,cat
data\dogs\dog.2620.jpg,dog
data\dogs\dog.665.jpg,dog
data\cats\cat.4146.jpg,cat
data\dogs\dog.3048.jpg,dog
data\cats\cat.951.jpg,cat
data\cats\cat.1889.jpg,cat
data\cats\cat.2693.jpg,cat
data\cats\cat.4099.jpg,cat
data\dogs\dog.1031.jpg,dog
data\dogs\dog.3154.jpg,dog
data\dogs\dog.4111.jpg,dog
data\cats\cat.1517.jpg,cat
data\cats\cat.1637.jpg,cat
data\dogs\dog.652.jpg,dog
data\dogs\dog.4676.jpg,dog
data\dogs\dog.2809.jpg,dog
data\dogs\dog.1022.jpg,dog
data\cats\cat.4425.jpg,cat
data\cats\cat.3239.jpg,cat
data\dogs\dog.1835.jpg,dog
data\dogs\dog.3866.jpg,dog
data\cats\cat.1141.jpg,cat
data\dogs\dog.4494.jpg,dog
data\cats\cat.598.jpg,cat
data\cats\cat.2367.jpg,cat
data\dogs\dog.2256.jpg,dog
data\dogs\dog.745.jpg,dog
data\dogs\dog.4990.jpg,dog
data\dogs\dog.620.jpg,dog
data\cats\cat.1094.jpg,cat
data\cats\cat.632.jpg,cat
data\cats\cat.3574.jpg,cat
data\cats\cat.1017.jpg,cat
data\dogs\dog.2064.jpg,dog
data\cats\cat.1191.jpg,cat
data\cats\cat.3896.jpg,cat
data\cats\cat.2223.jpg,cat
data\cats\cat.3945.jpg,cat
data\dogs\dog.3455.jpg,dog
data\dogs\dog.2695.jpg,dog
data\cats\cat.1230.jpg,cat
data\cats\cat.2357.jpg,cat
data\cats\cat.2279.jpg,cat
data\dogs\dog.2905.jpg,dog
data\cats\cat.803.jpg,cat
data\dogs\dog.578.jpg,dog
data\cats\cat.237.jpg,cat
data\dogs\dog.3677.jpg,dog
data\dogs\dog.808.jpg,dog
data\cats\cat.659.jpg,cat
data\dogs\dog.1357.jpg,dog
data\dogs\dog.2347.jpg,dog
data\dogs\dog.916.jpg,dog
data\cats\cat.3365.jpg,cat
data\dogs\dog.2000.jpg,dog
data\dogs\dog.2241.jpg,dog
data\dogs\dog.1269.jpg,dog
data\dogs\dog.3698.jpg,dog
data\cats\cat.2813.jpg,cat
data\dogs\dog.742.jpg,dog
data\cats\cat.3776.jpg,cat
data\cats\cat.2319.jpg,cat
data\cats\cat.3549.jpg,cat
data\cats\cat.2253.jpg,cat
data\cats\cat.2172.jpg,cat
data\dogs\dog.2983.jpg,dog
data\cats\cat.3686.jpg,cat
data\dogs\dog.626.jpg,dog
data\cats\cat.893.jpg,cat
data\dogs\dog.2474.jpg,dog
data\cats\cat.1604.jpg,cat
data\dogs\dog.3652.jpg,dog
data\dogs\dog.1153.jpg,dog
data\cats\cat.2544.jpg,cat
data\cats\cat.1051.jpg,cat
data\dogs\dog.278.jpg,dog
data\dogs\dog.1917.jpg,dog
data\dogs\dog.4866.jpg,dog
data\dogs\dog.4265.jpg,dog
data\dogs\dog.2036.jpg,dog
data\cats\cat.2648.jpg,cat
data\dogs\dog.4095.jpg,dog
data\cats\cat.2631.jpg,cat
data\dogs\dog.4340.jpg,dog
data\dogs\dog.2354.jpg,dog
data\cats\cat.2749.jpg,cat
data\dogs\dog.4901.jpg,dog
data\dogs\dog.1118.jpg,dog
data\cats\cat.300.jpg,cat
data\cats\cat.1907.jpg,cat
data\cats\cat.1408.jpg,cat
data\dogs\dog.2628.jpg,dog
data\dogs\dog.420.jpg,dog
data\dogs\dog.1429.jpg,dog
data\cats\cat.4533.jpg,cat
data\cats\cat.365.jpg,cat
data\cats\cat.1825.jpg,cat
data\dogs\dog.4506.jpg,dog
data\dogs\dog.3620.jpg,dog
data\dogs\dog.2510.jpg,dog
data\dogs\dog.2746.jpg,dog
data\dogs\dog.1587.jpg,dog
data\dogs\dog.3388.jpg,dog
data\dogs\dog.2761.jpg,dog
data\dogs\dog.156.jpg,dog
data\dogs\dog.4204.jpg,dog
data\cats\cat.257.jpg,cat
data\dogs\dog.2691.jpg,dog
data\cats\cat.4145.jpg,cat
data\dogs\dog.3528.jpg,dog
data\cats\cat.21.jpg,cat
data\cats\cat.1737.jpg,cat
data\dogs\dog.4652.jpg,dog
data\cats\cat.1518.jpg,cat
data\cats\cat.1038.jpg,cat
data\dogs\dog.4359.jpg,dog
data\dogs\dog.956.jpg,dog
data\dogs\dog.1666.jpg,dog
data\cats\cat.2439.jpg,cat
data\dogs\dog.1544.jpg,dog
data\cats\cat.3000.jpg,cat
data\cats\cat.4120.jpg,cat
data\dogs\dog.3496.jpg,dog
data\dogs\dog.2046.jpg,dog
data\cats\cat.3994.jpg,cat
data\cats\cat.2201.jpg,cat
data\dogs\dog.2402.jpg,dog
data\dogs\dog.428.jpg,dog
data\cats\cat.4253.jpg,cat
data\dogs\dog.4250.jpg,dog
data\dogs\dog.1820.jpg,dog
data\cats\cat.4813.jpg,cat
data\dogs\dog.2513.jpg,dog
data\cats\cat.1919.jpg,cat
data\dogs\dog.1856.jpg,dog
data\dogs\dog.2007.jpg,dog
data\cats\cat.4708.jpg,cat
data\cats\cat.2841.jpg,cat
data\dogs\dog.1702.jpg,dog
data\dogs\dog.4758.jpg,dog
data\dogs\dog.27.jpg,dog
data\dogs\dog.4984.jpg,dog
data\cats\cat.1394.jpg,cat
data\dogs\dog.1449.jpg,dog
data\cats\cat.3300.jpg,cat
data\cats\cat.2637.jpg,cat
data\dogs\dog.3373.jpg,dog
data\dogs\dog.3190.jpg,dog
data\dogs\dog.2571.jpg,dog
data\cats\cat.2182.jpg,cat
data\cats\cat.3024.jpg,cat
data\dogs\dog.3953.jpg,dog
data\cats\cat.2313.jpg,cat
data\cats\cat.2975.jpg,cat
data\cats\cat.4143.jpg,cat
data\dogs\dog.997.jpg,dog
data\dogs\dog.4707.jpg,dog
data\cats\cat.2793.jpg,cat
data\cats\cat.570.jpg,cat
data\dogs\dog.400.jpg,dog
data\cats\cat.1944.jpg,cat
data\cats\cat.2920.jpg,cat
data\cats\cat.1239.jpg,cat
data\cats\cat.1945.jpg,cat
data\cats\cat.4851.jpg,cat
data\cats\cat.3979.jpg,cat
data\dogs\dog.4437.jpg,dog
data\dogs\dog.677.jpg,dog
data\dogs\dog.3121.jpg,dog
data\dogs\dog.1064.jpg,dog
data\dogs\dog.3880.jpg,dog
data\dogs\dog.4878.jpg,dog
data\cats\cat.1174.jpg,cat
data\cats\cat.1809.jpg,cat
data\cats\cat.2682.jpg,cat
data\cats\cat.356.jpg,cat
data\dogs\dog.4131.jpg,dog
data\cats\cat.3921.jpg,cat
data\dogs\dog.543.jpg,dog
data\cats\cat.1865.jpg,cat
data\cats\cat.1644.jpg,cat
data\dogs\dog.1848.jpg,dog
data\dogs\dog.1436.jpg,dog
data\dogs\dog.3206.jpg,dog
data\cats\cat.3090.jpg,cat
data\dogs\dog.4988.jpg,dog
data\dogs\dog.2578.jpg,dog
data\dogs\dog.2220.jpg,dog
data\dogs\dog.1313.jpg,dog
data\dogs\dog.4228.jpg,dog
data\dogs\dog.3097.jpg,dog
data\cats\cat.4116.jpg,cat
data\dogs\dog.1974.jpg,dog
data\cats\cat.2708.jpg,cat
data\dogs\dog.4970.jpg,dog
data\dogs\dog.4058.jpg,dog
data\dogs\dog.3511.jpg,dog
data\dogs\dog.2078.jpg,dog
data\cats\cat.229.jpg,cat
data\dogs\dog.4447.jpg,dog
data\dogs\dog.2863.jpg,dog
data\dogs\dog.2817.jpg,dog
data\dogs\dog.360.jpg,dog
data\cats\cat.4699.jpg,cat
data\cats\cat.2311.jpg,cat
data\dogs\dog.575.jpg,dog
data\dogs\dog.1259.jpg,dog
data\cats\cat.3399.jpg,cat
data\dogs\dog.2683.jpg,dog
data\cats\cat.114.jpg,cat
data\dogs\dog.4277.jpg,dog
data\cats\cat.1967.jpg,cat
data\dogs\dog.4672.jpg,dog
data\dogs\dog.2916.jpg,dog
data\cats\cat.1006.jpg,cat
data\cats\cat.4577.jpg,cat
data\dogs\dog.1952.jpg,dog
data\dogs\dog.442.jpg,dog
data\dogs\dog.879.jpg,dog
data\dogs\dog.3536.jpg,dog
data\cats\cat.3673.jpg,cat
data\cats\cat.4902.jpg,cat
data\cats\cat.2668.jpg,cat
data\dogs\dog.3241.jpg,dog
data\cats\cat.3639.jpg,cat
data\dogs\dog.835.jpg,dog
data\cats\cat.1302.jpg,cat
data\cats\cat.2232.jpg,cat
data\cats\cat.2578.jpg,cat
data\cats\cat.224.jpg,cat
data\cats\cat.3846.jpg,cat
data\dogs\dog.3885.jpg,dog
data\dogs\dog.4497.jpg,dog
data\dogs\dog.4473.jpg,dog
data\cats\cat.278.jpg,cat
data\cats\cat.3128.jpg,cat
data\dogs\dog.2882.jpg,dog
data\dogs\dog.1597.jpg,dog
data\cats\cat.87.jpg,cat
data\cats\cat.437.jpg,cat
data\cats\cat.4377.jpg,cat
data\cats\cat.2106.jpg,cat
data\cats\cat.393.jpg,cat
data\dogs\dog.2566.jpg,dog
data\dogs\dog.4342.jpg,dog
data\dogs\dog.3729.jpg,dog
data\cats\cat.287.jpg,cat
data\cats\cat.3413.jpg,cat
data\cats\cat.1499.jpg,cat
data\cats\cat.817.jpg,cat
data\cats\cat.3764.jpg,cat
data\cats\cat.4768.jpg,cat
data\dogs\dog.4426.jpg,dog
data\dogs\dog.1812.jpg,dog
data\dogs\dog.3223.jpg,dog
data\cats\cat.3925.jpg,cat
data\dogs\dog.1044.jpg,dog
data\cats\cat.2092.jpg,cat
data\cats\cat.3262.jpg,cat
data\dogs\dog.408.jpg,dog
data\cats\cat.4659.jpg,cat
data\dogs\dog.1873.jpg,dog
data\cats\cat.2929.jpg,cat
data\dogs\dog.1214.jpg,dog
data\dogs\dog.4791.jpg,dog
data\cats\cat.242.jpg,cat
data\dogs\dog.3259.jpg,dog
data\dogs\dog.4459.jpg,dog
data\dogs\dog.805.jpg,dog
data\cats\cat.3052.jpg,cat
data\dogs\dog.3846.jpg,dog
data\dogs\dog.2848.jpg,dog
data\cats\cat.3524.jpg,cat
data\cats\cat.2402.jpg,cat
data\cats\cat.3670.jpg,cat
data\cats\cat.4698.jpg,cat
data\cats\cat.1725.jpg,cat
data\dogs\dog.1409.jpg,dog
data\dogs\dog.2654.jpg,dog
data\cats\cat.138.jpg,cat
data\dogs\dog.1264.jpg,dog
data\cats\cat.3831.jpg,cat
data\cats\cat.2035.jpg,cat
data\cats\cat.650.jpg,cat
data\cats\cat.3587.jpg,cat
data\cats\cat.3589.jpg,cat
data\cats\cat.496.jpg,cat
data\cats\cat.4174.jpg,cat
data\dogs\dog.4610.jpg,dog
data\dogs\dog.1686.jpg,dog
data\cats\cat.2388.jpg,cat
data\dogs\dog.395.jpg,dog
data\dogs\dog.4081.jpg,dog
data\dogs\dog.2344.jpg,dog
data\dogs\dog.4800.jpg,dog
data\cats\cat.1507.jpg,cat
data\cats\cat.485.jpg,cat
data\dogs\dog.3478.jpg,dog
data\dogs\dog.4763.jpg,dog
data\dogs\dog.2427.jpg,dog
data\dogs\dog.630.jpg,dog
data\cats\cat.2284.jpg,cat
data\cats\cat.1324.jpg,cat
data\cats\cat.4290.jpg,cat
data\dogs\dog.4409.jpg,dog
data\dogs\dog.3616.jpg,dog
data\dogs\dog.1406.jpg,dog
data\dogs\dog.4595.jpg,dog
data\cats\cat.484.jpg,cat
data\cats\cat.243.jpg,cat
data\cats\cat.2876.jpg,cat
data\cats\cat.3539.jpg,cat
data\cats\cat.1393.jpg,cat
data\dogs\dog.4754.jpg,dog
data\dogs\dog.187.jpg,dog
data\cats\cat.4208.jpg,cat
data\cats\cat.946.jpg,cat
data\cats\cat.2935.jpg,cat
data\cats\cat.4976.jpg,cat
data\dogs\dog.3285.jpg,dog
data\cats\cat.3959.jpg,cat
data\dogs\dog.858.jpg,dog
data\dogs\dog.473.jpg,dog
data\dogs\dog.2635.jpg,dog
data\cats\cat.1656.jpg,cat
data\dogs\dog.3811.jpg,dog
data\dogs\dog.1162.jpg,dog
data\cats\cat.1214.jpg,cat
data\cats\cat.4643.jpg,cat
data\dogs\dog.3708.jpg,dog
data\dogs\dog.4578.jpg,dog
data\cats\cat.1124.jpg,cat
data\cats\cat.2805.jpg,cat
data\cats\cat.649.jpg,cat
data\cats\cat.1271.jpg,cat
data\dogs\dog.953.jpg,dog
data\dogs\dog.2865.jpg,dog
data\cats\cat.1651.jpg,cat
data\cats\cat.4662.jpg,cat
data\cats\cat.4942.jpg,cat
data\dogs\dog.2611.jpg,dog
data\dogs\dog.4558.jpg,dog
data\cats\cat.1222.jpg,cat
data\dogs\dog.4938.jpg,dog
data\dogs\dog.3030.jpg,dog
data\dogs\dog.2665.jpg,dog
data\cats\cat.4295.jpg,cat
data\dogs\dog.3380.jpg,dog
data\dogs\dog.2119.jpg,dog
data\cats\cat.118.jpg,cat
data\cats\cat.52.jpg,cat
data\cats\cat.235.jpg,cat
data\cats\cat.4591.jpg,cat
data\dogs\dog.2940.jpg,dog
data\cats\cat.2384.jpg,cat
data\dogs\dog.2608.jpg,dog
data\cats\cat.4046.jpg,cat
data\cats\cat.2431.jpg,cat
data\cats\cat.3577.jpg,cat
data\cats\cat.4382.jpg,cat
data\dogs\dog.3072.jpg,dog
data\dogs\dog.3195.jpg,dog
data\dogs\dog.2630.jpg,dog
data\cats\cat.2770.jpg,cat
data\cats\cat.227.jpg,cat
data\cats\cat.4637.jpg,cat
data\dogs\dog.2975.jpg,dog
data\dogs\dog.1418.jpg,dog
data\cats\cat.1391.jpg,cat
data\dogs\dog.4356.jpg,dog
data\cats\cat.2619.jpg,cat
data\cats\cat.4824.jpg,cat
data\cats\cat.3625.jpg,cat
data\dogs\dog.3169.jpg,dog
data\cats\cat.396.jpg,cat
data\dogs\dog.852.jpg,dog
data\cats\cat.3375.jpg,cat
data\cats\cat.2113.jpg,cat
data\cats\cat.544.jpg,cat
data\dogs\dog.4573.jpg,dog
data\dogs\dog.4086.jpg,dog
data\dogs\dog.1468.jpg,dog
data\cats\cat.4751.jpg,cat
data\dogs\dog.1178.jpg,dog
data\cats\cat.1344.jpg,cat
data\cats\cat.4078.jpg,cat
data\dogs\dog.435.jpg,dog
data\cats\cat.2315.jpg,cat
data\dogs\dog.4678.jpg,dog
data\dogs\dog.2047.jpg,dog
data\cats\cat.4873.jpg,cat
data\dogs\dog.2411.jpg,dog
data\cats\cat.4166.jpg,cat
data\cats\cat.942.jpg,cat
data\cats\cat.3339.jpg,cat
data\dogs\dog.3789.jpg,dog
data\cats\cat.3654.jpg,cat
data\dogs\dog.4373.jpg,dog
data\cats\cat.2553.jpg,cat
data\cats\cat.2908.jpg,cat
data\dogs\dog.4059.jpg,dog
data\dogs\dog.1169.jpg,dog
data\cats\cat.1916.jpg,cat
data\dogs\dog.2697.jpg,dog
data\cats\cat.4948.jpg,cat
data\dogs\dog.1210.jpg,dog
data\dogs\dog.719.jpg,dog
data\cats\cat.2068.jpg,cat
data\dogs\dog.1826.jpg,dog
data\dogs\dog.1102.jpg,dog
data\cats\cat.1171.jpg,cat
data\cats\cat.2949.jpg,cat
data\cats\cat.4496.jpg,cat
data\cats\cat.1275.jpg,cat
data\cats\cat.204.jpg,cat
data\cats\cat.3492.jpg,cat
data\dogs\dog.413.jpg,dog
data\cats\cat.2379.jpg,cat
data\dogs\dog.2646.jpg,dog
data\dogs\dog.720.jpg,dog
data\dogs\dog.4046.jpg,dog
data\dogs\dog.3661.jpg,dog
data\cats\cat.2222.jpg,cat
data\cats\cat.2585.jpg,cat
data\cats\cat.1295.jpg,cat
data\dogs\dog.3678.jpg,dog
data\cats\cat.1301.jpg,cat
data\cats\cat.906.jpg,cat
data\dogs\dog.2393.jpg,dog
data\dogs\dog.786.jpg,dog
data\cats\cat.3662.jpg,cat
data\cats\cat.1494.jpg,cat
data\cats\cat.2241.jpg,cat
data\dogs\dog.2197.jpg,dog
data\dogs\dog.4416.jpg,dog
data\cats\cat.3635.jpg,cat
data\cats\cat.4629.jpg,cat
data\cats\cat.4842.jpg,cat
data\dogs\dog.2399.jpg,dog
data\dogs\dog.2208.jpg,dog
data\dogs\dog.2027.jpg,dog
data\cats\cat.746.jpg,cat
data\dogs\dog.2640.jpg,dog
data\cats\cat.486.jpg,cat
data\dogs\dog.893.jpg,dog
data\dogs\dog.4621.jpg,dog
data\cats\cat.3743.jpg,cat
data\cats\cat.2506.jpg,cat
data\cats\cat.976.jpg,cat
data\dogs\dog.4963.jpg,dog
data\dogs\dog.4709.jpg,dog
data\dogs\dog.1469.jpg,dog
data\cats\cat.3280.jpg,cat
data\dogs\dog.1415.jpg,dog
data\dogs\dog.4521.jpg,dog
data\cats\cat.2862.jpg,cat
data\dogs\dog.4167.jpg,dog
data\dogs\dog.2864.jpg,dog
data\dogs\dog.459.jpg,dog
data\cats\cat.1219.jpg,cat
data\dogs\dog.2169.jpg,dog
data\cats\cat.2030.jpg,cat
data\dogs\dog.2232.jpg,dog
data\dogs\dog.531.jpg,dog
data\dogs\dog.87.jpg,dog
data\dogs\dog.697.jpg,dog
data\cats\cat.4330.jpg,cat
data\cats\cat.3748.jpg,cat
data\dogs\dog.4271.jpg,dog
data\dogs\dog.2088.jpg,dog
data\dogs\dog.2429.jpg,dog
data\cats\cat.3328.jpg,cat
data\dogs\dog.457.jpg,dog
data\dogs\dog.2385.jpg,dog
data\cats\cat.697.jpg,cat
data\cats\cat.3341.jpg,cat
data\cats\cat.3562.jpg,cat
data\cats\cat.3704.jpg,cat
data\cats\cat.822.jpg,cat
data\cats\cat.2844.jpg,cat
data\cats\cat.1495.jpg,cat
data\cats\cat.1677.jpg,cat
data\cats\cat.2066.jpg,cat
data\cats\cat.1482.jpg,cat
data\cats\cat.2955.jpg,cat
data\cats\cat.3834.jpg,cat
data\cats\cat.4898.jpg,cat
data\cats\cat.4016.jpg,cat
data\cats\cat.4570.jpg,cat
data\cats\cat.2362.jpg,cat
data\cats\cat.4296.jpg,cat
data\cats\cat.3320.jpg,cat
data\cats\cat.3882.jpg,cat
data\cats\cat.2572.jpg,cat
data\cats\cat.2139.jpg,cat
data\cats\cat.3683.jpg,cat
data\cats\cat.3936.jpg,cat
data\cats\cat.4087.jpg,cat
data\cats\cat.648.jpg,cat
data\cats\cat.4064.jpg,cat
data\cats\cat.331.jpg,cat
data\dogs\dog.1572.jpg,dog
data\dogs\dog.2276.jpg,dog
data\dogs\dog.45.jpg,dog
data\cats\cat.2450.jpg,cat
data\cats\cat.1350.jpg,cat
data\dogs\dog.3355.jpg,dog
data\cats\cat.4422.jpg,cat
data\cats\cat.2625.jpg,cat
data\cats\cat.4187.jpg,cat
data\cats\cat.2640.jpg,cat
data\cats\cat.45.jpg,cat
data\dogs\dog.4106.jpg,dog
data\dogs\dog.3493.jpg,dog
data\dogs\dog.3338.jpg,dog
data\dogs\dog.3695.jpg,dog
data\dogs\dog.2992.jpg,dog
data\dogs\dog.319.jpg,dog
data\cats\cat.1740.jpg,cat
data\cats\cat.1339.jpg,cat
data\cats\cat.4729.jpg,cat
data\cats\cat.4879.jpg,cat
data\dogs\dog.80.jpg,dog
data\dogs\dog.3000.jpg,dog
data\dogs\dog.431.jpg,dog
data\cats\cat.1902.jpg,cat
data\cats\cat.646.jpg,cat
data\cats\cat.3706.jpg,cat
data\dogs\dog.2048.jpg,dog
data\cats\cat.3603.jpg,cat
data\dogs\dog.4483.jpg,dog
data\cats\cat.2675.jpg,cat
data\dogs\dog.865.jpg,dog
data\cats\cat.4300.jpg,cat
data\cats\cat.3033.jpg,cat
data\dogs\dog.2913.jpg,dog
data\dogs\dog.3878.jpg,dog
data\cats\cat.1654.jpg,cat
data\dogs\dog.2991.jpg,dog
data\cats\cat.3851.jpg,cat
data\cats\cat.816.jpg,cat
data\dogs\dog.2660.jpg,dog
data\cats\cat.2608.jpg,cat
data\cats\cat.2076.jpg,cat
data\cats\cat.4543.jpg,cat
data\cats\cat.4408.jpg,cat
data\dogs\dog.82.jpg,dog
data\cats\cat.2323.jpg,cat
data\dogs\dog.4571.jpg,dog
data\dogs\dog.2662.jpg,dog
data\cats\cat.4140.jpg,cat
data\cats\cat.1321.jpg,cat
data\dogs\dog.901.jpg,dog
data\dogs\dog.89.jpg,dog
data\cats\cat.1053.jpg,cat
data\dogs\dog.4156.jpg,dog
data\dogs\dog.3978.jpg,dog
data\dogs\dog.3851.jpg,dog
data\cats\cat.3644.jpg,cat
data\cats\cat.2718.jpg,cat
data\cats\cat.2500.jpg,cat
data\cats\cat.182.jpg,cat
data\cats\cat.290.jpg,cat
data\dogs\dog.1811.jpg,dog
data\dogs\dog.3092.jpg,dog
data\cats\cat.3626.jpg,cat
data\dogs\dog.3.jpg,dog
data\cats\cat.374.jpg,cat
data\dogs\dog.4328.jpg,dog
data\dogs\dog.107.jpg,dog
data\cats\cat.1259.jpg,cat
data\dogs\dog.2925.jpg,dog
data\cats\cat.1870.jpg,cat
data\cats\cat.3227.jpg,cat
data\cats\cat.729.jpg,cat
data\dogs\dog.347.jpg,dog
data\dogs\dog.208.jpg,dog
data\dogs\dog.601.jpg,dog
data\dogs\dog.1324.jpg,dog
data\dogs\dog.3113.jpg,dog
data\cats\cat.4395.jpg,cat
data\dogs\dog.4478.jpg,dog
data\cats\cat.3678.jpg,cat
data\dogs\dog.4542.jpg,dog
data\dogs\dog.3571.jpg,dog
data\dogs\dog.4332.jpg,dog
data\cats\cat.2210.jpg,cat
data\cats\cat.611.jpg,cat
data\dogs\dog.2395.jpg,dog
data\dogs\dog.1108.jpg,dog
data\cats\cat.1235.jpg,cat
data\cats\cat.441.jpg,cat
data\cats\cat.2230.jpg,cat
data\cats\cat.1911.jpg,cat
data\cats\cat.3279.jpg,cat
data\cats\cat.3005.jpg,cat
data\cats\cat.2606.jpg,cat
data\cats\cat.9.jpg,cat
data\dogs\dog.2954.jpg,dog
data\cats\cat.666.jpg,cat
data\dogs\dog.3752.jpg,dog
data\cats\cat.1537.jpg,cat
data\cats\cat.4724.jpg,cat
data\dogs\dog.1180.jpg,dog
data\cats\cat.809.jpg,cat
data\dogs\dog.843.jpg,dog
data\dogs\dog.1395.jpg,dog
data\cats\cat.143.jpg,cat
data\dogs\dog.3740.jpg,dog
data\dogs\dog.3288.jpg,dog
data\cats\cat.4972.jpg,cat
data\dogs\dog.4950.jpg,dog
data\cats\cat.930.jpg,cat
data\dogs\dog.4073.jpg,dog
data\dogs\dog.4322.jpg,dog
data\cats\cat.3096.jpg,cat
data\dogs\dog.1772.jpg,dog
data\cats\cat.3001.jpg,cat
data\dogs\dog.4973.jpg,dog
data\cats\cat.2041.jpg,cat
data\cats\cat.3596.jpg,cat
data\cats\cat.908.jpg,cat
data\dogs\dog.1388.jpg,dog
data\dogs\dog.912.jpg,dog
data\cats\cat.3735.jpg,cat
data\dogs\dog.1292.jpg,dog
data\dogs\dog.3690.jpg,dog
data\dogs\dog.1431.jpg,dog
data\cats\cat.2051.jpg,cat
data\cats\cat.903.jpg,cat
data\dogs\dog.1727.jpg,dog
data\cats\cat.4495.jpg,cat
data\cats\cat.2471.jpg,cat
data\cats\cat.975.jpg,cat
data\dogs\dog.4906.jpg,dog
data\dogs\dog.2186.jpg,dog
data\dogs\dog.4961.jpg,dog
data\cats\cat.4228.jpg,cat
data\cats\cat.1821.jpg,cat
data\dogs\dog.3408.jpg,dog
data\cats\cat.2851.jpg,cat
data\cats\cat.1968.jpg,cat
data\dogs\dog.1788.jpg,dog
data\dogs\dog.550.jpg,dog
data\cats\cat.4287.jpg,cat
data\cats\cat.1212.jpg,cat
data\cats\cat.2573.jpg,cat
data\cats\cat.3680.jpg,cat
data\cats\cat.940.jpg,cat
data\cats\cat.3028.jpg,cat
data\dogs\dog.1925.jpg,dog
data\dogs\dog.3399.jpg,dog
data\dogs\dog.1268.jpg,dog
data\dogs\dog.4537.jpg,dog
data\cats\cat.1226.jpg,cat
data\cats\cat.125.jpg,cat
data\cats\cat.1454.jpg,cat
data\cats\cat.230.jpg,cat
data\cats\cat.1627.jpg,cat
data\dogs\dog.2747.jpg,dog
data\cats\cat.2692.jpg,cat
data\dogs\dog.527.jpg,dog
data\dogs\dog.934.jpg,dog
data\cats\cat.3792.jpg,cat
data\cats\cat.2888.jpg,cat
data\dogs\dog.977.jpg,dog
data\dogs\dog.4627.jpg,dog
data\cats\cat.968.jpg,cat
data\dogs\dog.2843.jpg,dog
data\dogs\dog.47.jpg,dog
data\dogs\dog.3569.jpg,dog
data\dogs\dog.3295.jpg,dog
data\dogs\dog.1419.jpg,dog
data\dogs\dog.3452.jpg,dog
data\dogs\dog.3786.jpg,dog
data\dogs\dog.2091.jpg,dog
data\dogs\dog.886.jpg,dog
data\dogs\dog.2283.jpg,dog
data\cats\cat.3210.jpg,cat
data\dogs\dog.3797.jpg,dog
data\cats\cat.2901.jpg,cat
data\dogs\dog.3276.jpg,dog
data\dogs\dog.1911.jpg,dog
data\dogs\dog.263.jpg,dog
data\cats\cat.4137.jpg,cat
data\dogs\dog.3144.jpg,dog
data\cats\cat.460.jpg,cat
data\cats\cat.2025.jpg,cat
data\cats\cat.2916.jpg,cat
data\cats\cat.932.jpg,cat
data\dogs\dog.3367.jpg,dog
data\cats\cat.369.jpg,cat
data\cats\cat.2168.jpg,cat
data\cats\cat.4329.jpg,cat
data\dogs\dog.4616.jpg,dog
data\cats\cat.2965.jpg,cat
data\cats\cat.144.jpg,cat
data\cats\cat.4267.jpg,cat
data\dogs\dog.1072.jpg,dog
data\dogs\dog.2846.jpg,dog
data\dogs\dog.4893.jpg,dog
data\dogs\dog.151.jpg,dog
